Drug Name	Gene Symbol
SGN-30	NFKB1|NFKB2
AME-527	TNF
Zolpidem	GABRA1|GABRA3|GABRA2
Ziprasidone	ADRA2A|ADRA2B|ADRA2C|HTR2A|HTR2C|HRH1|CHRM5|CHRM4|CHRM3|CHRM2|CHRM1|HTR6|HTR7|ADRA1A|ADRA1B|DRD4|DRD5|DRD2|DRD3|DRD1|HTR3A|HTR1D|HTR1E|HTR1A|HTR1B
Huperzine-A	ACHE
Apremilast	NOS3|IFNG|TNF|IL2|PDE4A|PDE4B|PDE4D
Metixene	CHRM5|CHRM4|CHRM3|CHRM2|CHRM1
2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(1-OXIDO-2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUOROPHENYL)METHYL]ACETAMIDE	F2
1-alpha, 25-dihydroxyl-20-epi-22-oxa-24, 26 ,27-trihomovitamin D3	VDR
Solifenacin	CHRM5|CHRM4|CHRM3|CHRM2|CHRM1
Matuzumab	EGFR
MLN-977	ALOX5
Framycetin	CXCR4
[2-Amino-6-(2,6-Difluoro-Benzoyl)-Imidazo[1,2-a]Pyridin-3-Yl]-Phenyl-Methanone	CDK2
Phosphoglycolohydroxamic Acid	TPI1
O4-Sulfonylgalactose	MBL2
Nicotinamide Mononucleotide	NMNAT1|BST1
Rutin	AKR1C3
Terbinafine	SQLE
Betamethasone	NR3C1
Pegaptanib	NRP1
4-[(5-{[4-(3-CHLOROPHENYL)-3-OXOPIPERAZIN-1-YL]METHYL}-1H-IMIDAZOL-1-YL)METHYL]BENZONITRILE	PGGT1B|FNTA|FNTB
Deamido-Nad+	NMNAT1
Olsalazine	IFNG|TPMT
MYO-029	MSTN
AV608	TACR1
Clevidipine	CACNA1S|CACNA1C|CACNA1D|CACNA1F
ONO-6818	ELANE
Formoterol	ADRB2
4-Androstenedione	HSD17B1|HSD3B1|AKR1C3
3-METHYL-1,6,8-TRIHYDROXYANTHRAQUINONE	CSNK2A1
Ularitide	NPR1
Fluphenazine	DRD2|CALM3|DRD1
PSN357	PYGL
4-(4-methoxy-1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine	CDK2|CCNA2
BIS-1,2-{[(Z)-2-CARBOXY-2-METHYL-1,3-DIOXANE]-5-YLOXYCARBAMOYL}-ETHANE	APCS
Fructose-6-Phosphate	PFKFB1|PFKFB4|GPI|FBP1
6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine	PRSS1|F2|HPN|PLAU
Glucagon recombinant	GCGR|GLP2R|GLP1R
Tranilast	HPGDS
Irinotecan	TOP1MT|TOP1
4-PHOSPHONOOXY-PHENYL-METHYL-[4-PHOSPHONOOXY]BENZEN	PTPN1
Nicotinamide	BST1|LDHA|SIRT5|PARP1
3-[2-(2-BENZYLOXYCARBONYLAMINO-3-METHYL-BUTYRYLAMINO)-PROPIONYLAMINO]-4-OXO-PENTANOIC ACID	CASP1
7-Methyl-Gpppa	EIF4E|DCPS
Dnqx	GRIA2
16,17-Androstene-3-Ol	NR1I3
2'-Deoxycytidine	DCK
(1R,2R,3R,4S,5R)-4-(BENZYLAMINO)-5-(METHYLTHIO)CYCLOPENTANE-1,2,3-TRIOL	MAN2A1
Methysergide	HTR7|HTR2A|HTR2C|HTR2B|HTR1E|HTR1F|HTR1A|HTR1B
1-(5-CHLORO-2-METHOXYPHENYL)-3-{6-[2-(DIMETHYLAMINO)-1-METHYLETHOXY]PYRAZIN-2-YL}UREA	CHEK1
2-(1,1-DIMETHYLETHYL)9-FLUORO-3,6-DIHYDRO-7H-BENZ[H]-IMIDAZ[4,5-F]ISOQUINOLIN-7-ONE	DAPK3|TYK2|JAK2|JAK3|JAK1
N-[4-CHLORO-3-(PYRIDIN-3-YLOXYMETHYL)-PHENYL]-3-FLUORO-	MAPK14
Cinchocaine	SCN5A|CALM3
5-hydroxyvaleric acid	ALAD
N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide	BRAF
4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium	PRKACA|PKIA
5-AMINO-NAPHTALENE-2-MONOSULFONATE	FGF1
MF268	ACHE
Cyanamide	CA2
4-AMINO-2-OCTYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL	ABO
Isatin	MAOB
Al7089a	CA2
6-Aminohexyl-Uridine-C1,5'-Diphosphate	B4GALT1
[(4R)-4-(3-HYDROXYPHENYL)-1,6-DIMETHYL-2-THIOXO-1,2,3,4-TETRAHYDROPYRIMIDIN-5-YL](PHENYL)METHANONE	KIF11
Stearic acid	PLA2G2D
(R)-N-(1-Methyl-Hexyl)-Formamide	ADH1C
2,3-DIPHENYL-N-(2-PIPERAZIN-1-YLETHYL)FURO[2,3-B]PYRIDIN-4-AMINE	LCK
4-{[4-{[(1R,2R)-2-(dimethylamino)cyclopentyl]amino}-5-(trifluoromethyl)pyrimidin-2-yl]amino}-N-methylbenzenesulfonamide	PTK2B
1-((1R,2S)-1-{2-[2-(4-CHLOROPHENYL)-1,3-BENZOXAZOL-7-YL]ETHYL}-2-HYDROXYPROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE	ADA
Iodo-Willardiine	GRIA2
2[4-BROMO-2-FLUOROPHENYL)METHYL]-6-FLUOROSPIRO[ISOQUINOLINE-4-(1H),3'-PYRROLIDINE]-1,2',3,5'(2H)-TETRONE	AKR1B1
N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide	MAPK9
(2S)-1-(6H-INDOL-3-YL)-3-{[5-(7H-PYRAZOLO[3,4-C]PYRIDIN-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE	PRKACA
1-Hydroxy-2-Amino-3-Cyclohexylpropane	REN
L-Asparagine	SLC38A3|ASNS|NARS|SLC1A5|ASRGL1
Olomoucine	CDK1|CDK2|MAPK1|CDK5
5-[(phenylsulfonyl)amino]-1,3,4-thiadiazole-2-sulfonamide	CA2
5-chloro-7-[(1-methylethyl)amino]pyrazolo[1,5-a]pyrimidine-3-carbonitrile	CDK2
Almitrine	ATP1A1
D-Serine	GRIN1|SERPINB3|GLRA1
(2S)-2-{3-[({[2-fluoro-4-(trifluoromethyl)phenyl]carbonyl}amino)methyl]-4-methoxybenzyl}butanoic acid	PPARD
2-Phenyl-1-[4-(2-Piperidin-1-Yl-Ethoxy)-Phenyl]-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol	ESR1
Choriogonadotropin alfa	LHCGR|FSHR
ETHYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE	LCT
Etoposide	TOP2B|TOP2A
Heparin Disaccharide Iii-S	CCL5
[4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone	CHEK1
Glimepiride	KCNJ1|ABCC8|KCNJ11
Adenosine triphosphate	ACVR1|ASNA1|ACVR1B|PRKAA1|AKT1|AFG3L2|ARAF|ABL1|ABL2|ASS1|ADRBK1|ADRBK2|AMHR2|CDK15|ABCB1|NAE1|NT5C2|APAF1|ACVRL1|ABCG1|ACSS2|ACSS1|SLC25A4|ABCB11|ALK|TNK2|ADCY1|ACSL1|ASNS|ABCC8|ABCC9|ABCA1|ABCC2
Paramethasone	NR3C1
ethyl 3-[(E)-2-amino-1-cyanoethenyl]-6,7-dichloro-1-methyl-1H-indole-2-carboxylate	CLK1|CLK3
Cerulenin	FASN
RP101	UPP2|UPP1
N-(5-CHLORO-BENZO[B]THIOPHEN-3-YLMETHYL)-2-[6-CHLORO-OXO-3-(2-PYRIDIN-2-YL-ETHYLAMINO)-2H-PYRAZIN-1-YL]-ACETAMIDE	F2
Implitapide	MTTP
Alpha-1-proteinase inhibitor	ELANE
4-Flourobenzenesulfonamide	CA2
N-METHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE	CYP2A6
3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid	PTPN1
Granisetron	HTR3A
Nadolol	ADRB1|ADRB2
AT7519	CDK1|CDK2
2'-deoxyuridylic acid	TYMS
ADX-48621	GRM5
7-Methyl-Guanosine-5'-Triphosphate	EIF4E
Methimazole	TPO
Etorphine	TRIM13|OPRM1|OPRD1|POMC|OPRK1|OPRL1
(3Z)-6-(4-HYDROXY-3-METHOXYPHENYL)-3-(1H-PYRROL-2-YLMETHYLENE)-1,3-DIHYDRO-2H-INDOL-2-ONE	CHEK1
Desvenlafaxine	SLC6A2|SLC6A4
NU1025	PARP1
5,6-DIPHENYL-N-(2-PIPERAZIN-1-YLETHYL)FURO[2,3-D]PYRIMIDIN-4-AMINE	LCK
Triphospate	PAPOLA
2-AMINO-4-FLUORO-5-[(1-METHYL-1H-IMIDAZOL-2-YL)SULFANYL]-N-(1,3-THIAZOL-2-YL)BENZAMIDE	GCK
4-{[4-(4-fluoro-3-methylphenyl)-1,3-thiazol-2-yl]amino}-2-hydroxybenzoic acid	HPGDS
Haloperidol	GRIN2B|DRD2|HTR2A|DRD3|DRD1
Didanosine	PNP
(2R,3R,4R,5S)-2-(HYDROXYMETHYL)-1-NONYLPIPERIDINE-3,4,5-TRIOL	GBA
Ramucirumab	KDR
Deslanoside	ATP1A1
Ginkgo biloba	SLC6A2|GABRG2|GLRA1|PLA2G2A|GABRB2|GABRA1
N-ACETYLHISTAMINE	QPCT
N-[4-(2-Methylimidazo[1,2-a]Pyridin-3-Yl)-2-Pyrimidinyl]Acetamide	CDK2
4-[Hydroxy-[Methyl-Phosphinoyl]]-3-Oxo-Butanoic Acid	FAH
Guanosine-3'-Monophosphate-5'-Diphosphate	ARF1
Melatonin	CALM3|ESR1|MPO|CALR|NQO2|MTNR1B|MTNR1A
2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE	MAPKAPK3|MAPKAPK2
7-BENZYL-1,3-DIMETHYL-8-PIPERAZIN-1-YL-3,7-DIHYDRO-PURINE-2,6-DIONE	DPP4
(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE	CDK2
(2S)-N-[(3Z)-5-CYCLOPROPYL-3H-PYRAZOL-3-YLIDENE]-2-[4-(2-OXOIMIDAZOLIDIN-1-YL)PHENYL]PROPANAMIDE	CDK2|CCNA2
Olaparib	PARP1|PARP2|PARP3
7-(1-ETHYL-PROPYL)-7H-PYRROLO-[3,2-F]QUINAZOLINE-1,3-DIAMINE	DHFRL1
Alglucosidase alfa	M6PR
4-[3-(Cyclopentyloxy)-4-Methoxyphenyl]-2-Pyrrolidinone	PDE4B|PDE4D
Alpha-Methylisocitric Acid	ACO2
Mepyramine	HRH1
(2S)-2-amino-5-oxo-5-[(4-phenylmethoxyphenyl)amino]pentanoic acid	LTA4H
Acetic Acid Salicyloyl-Amino-Ester	PTGS1
4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol	NCOA2|ESR1
(2S)-3-(4-chloro-3-fluorophenoxy)-N-[4-cyano-3-(trifluoromethyl)phenyl]-2-hydroxy-2-methylpropanamide	AR
Anileridine	OPRM1
(1S)-1-(1H-INDOL-3-YLMETHYL)-2-(2-PYRIDIN-4-YL-[1,7]NAPHTYRIDIN-5-YLOXY)-EHYLAMINE	PRKACA|PKIA
Alverine	HTR1A
2-(Acetylamino)-2-Deoxy-a-D-Glucopyranose	ACHE|SIGLEC7|ACE|GBA
Metyrapone	CYP11B1
Human Serum Albumin	APOE|AMBP|SAA1
L-Cystine	SLC3A1|SLC7A11|SLC7A9
FR230513	ADA
1,2,3,4-Tetrahydro-Isoquinoline-7-Sulfonic Acid Amide	PNMT
Adinazolam	GABRG3|GABRR1|GABRG1|GABRR3|GABRP|GABRD|GABRE|GABRG2|GABRA5|GABRB1|GABRB2|GABRB3|GABRA1|GABRR2|GABRA3|GABRA2
3h-Pyrazolo[4,3-D]Pyrimidin-7-Ol	HPRT1
MLN-02	ITGA4|ITGB7
Flavopiridol	EGFR|CDK1|CDK2|CDK4|CDK5|CDK6|CDK7|CDK8|CDK9|PYGM
Verapamil	CACNA1I|KCNJ11|CACNA1S|KCNH2|CACNB3|CACNA1A|CACNB1|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNB4|CACNB2|SLC6A4|SCN5A|CACNA1B
Tesmilifene	ABCB1|HRH1
(4-fluorophenyl)(pyridin-4-yl)methanone	LTA4H
Para-Bromobenzyl Alcohol	ADH1C
Clenbuterol	ADRB1|ADRB2|TNF|ADRB3|NGF
2-Amino-3-(5-Tert-Butyl-3-(Phosphonomethoxy)-4-Isoxazolyl)Propionic Acid	GRIA2
Amlodipine	CACNA1S|CACNB2|CA1|CACNA1C|CACNA1D|SMPD1|CACNA2D3|CACNA2D1|CACNA1B
Amonafide	TOP2B|TOP2A
3,5-Dinitrocatechol	COMT
5-Chloro-6-[(2-Iminopyrrolidin-1-Yl)Methyl]Pyrimidine-2,4(1h,3h)-Dione	TYMP
Carvedilol	ADRA1A|GJA1|NDUFC2|ADRA1B|ADRA1D|KCNH2|SELE|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|VEGFA|VCAM1|HIF1A|NPPB
Di(N-Acetyl-D-Glucosamine)	B4GALT1|LYZ
Heparin	F10|SELP|SERPINC1
Hexanoyl-Coenzyme A	ECHS1
Protoporphyrin Ix	FTL
CRx-119	SLC6A2|SLC6A4
(3R)-3-[(1,2,3,4-tetrahydroisoquinolin-7-yloxy)methyl]-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine	NOS2
Memantine	GRIN3A|DRD2|GRIN2B|GRIN2A|HTR3A|GRIN1
Pyrimethamine	DHFR
5-Amidino-Benzimidazole	PRSS1
4-[(1E,7E)-8-(2,6-DIOXO-1,2,3,6-TETRAHYDROPYRIMIDIN-4-YL)-3,6-DIOXA-2,7-DIAZAOCTA-1,7-DIEN-1-YL]BENZOIC ACID	UNG
2-[2-ETHANESULFONYLAMINO-3-(1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIM IDOYL-BENZYLAMIDE)	F7
Dichloroacetic Acid	PDK1
Scopolamine	CHRM5|CHRM4|CHRM3|CHRM2|CHRM1|SI
5-(4-CHLORO-5-PHENYL-3-THIENYL)-1,2,5-THIADIAZOLIDIN-3-ONE 1,1-DIOXIDE	PTPN1
Tiaprofenic acid	PTGS2|PTGS1
(1S,3R,4S,5S,7S)-4-{[2-(4-METHOXYPHENOXY)-2-METHYLPROPANOYL]AMINO}ADAMANTANE-1-CARBOXAMIDE	HSD11B1
2-[2-(2-FLUOROPHENYL)PYRIDIN-4-YL]-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE	MAPKAPK3|MAPKAPK2
intranasal apomorphine	DRD2|DRD1
Leucine - Reduced Carbonyl	SPINK6
8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-2-Fluoro-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine	HSP90AA1
Azathioprine	HPRT1
Aprotinin	PLG|KLK1|PRSS1
R673	TACR1
CRA_9076	PRSS1
N-[3-(1H-BENZIMIDAZOL-2-YL)-1H-PYRAZOL-4-YL]BENZAMIDE	CDK2|AURKA
FR236913	ADA
Dinoprost Tromethamine	PTGFR|PTGIR
Ivacaftor	CFTR
beta-phenyl-D-phenylalanyl-N-propyl-L-prolinamide	F2
4-(Aminosulfonyl)-N-[(3,4,5-Trifluorophenyl)Methyl]-Benzamide	CA2
Nilutamide	AR
3-(3-aminophenyl)-N-(3-chlorophenyl)pyrazolo[1,5-a]pyrimidin-5-amine	GSG2
Desogestrel	PGR|ESR1
9-(4-Hydroxyphenyl)-2,7-Phenanthroline	MAPK10
CRA-024781	HDAC1
Tris	DCN|NEIL1|VEGFA|CANT1|AMD1
7-(1,1-Dioxo-1h-Benzo[D]Isothiazol-3-Yloxymethyl)-2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid	PTPN1
KAI-1455	PRKCE
6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE	F2
(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE	CAMK2D|CALM3
N-cyclopropyl-N-(trans-4-pyridin-3-ylcyclohexyl)-4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide	HSD11B1
Isothipendyl	HRH1
Lansoprazole	ATP4A
2-Carboxyethylphosphonic Acid	TPI1
2-Deoxy-2,3-Dehydro-N-Acetyl-Neuraminic Acid	NEU2
L-Homoarginine	NOS3
CR002	PDGFD
5-CHLORO-N-((1R,2S)-2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO) CYCLOPENTYL)THIOPHENE-2-CARBOXAMIDE	F10
2'-deoxy-N-(naphthalen-1-ylmethyl)guanosine 5'-(dihydrogen phosphate)	POLK
Indolylpropionic Acid	PLA2G2E
Amitriptyline	SLC6A2|SLC6A4|NTRK1|KCNA1|ADRA2A|NTRK2|HRH4|HRH2|HTR2C|HRH1|HTR2A|KCND3|KCND2|KCNQ2|CHRM5|CHRM4|CHRM3|CHRM2|CHRM1|KCNQ3|HTR6|HTR7|OPRM1|OPRK1|ADRA1A|ADRA1B|ADRA1D|SIGMAR1|ADRB1|ADRB2|ADRB3|OPRD1|HTR1D|HTR1A|HTR1B
N-(TRANS-4-{(1S,2S)-2-AMINO-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-1-METHYL-3-OXOPROPYL}CYCLOHEXYL)-N-METHYLACETAMIDE	DPP4
5-Phospho-D-Arabinohydroxamic Acid	GPI
N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE	CHEK1
AE-941	MMP2|MMP12|MMP9
Disopyramide	KCND3|KCND2|CHRM3|CHRM2|CHRM1|SCN5A
Vedolizumab	ITGA4|ITGB7
Diphenoxylate	OPRM1|OPRD1
Terfenadine	KCNH2|CHRM5|CHRM4|CHRM3|CHRM2|CHRM1|HRH1
N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide	CA2
Risperidone	ADRA1A|ADRA1B|DRD3|DRD4|DRD2|ADRA2A|ADRA2B|ADRA2C|HTR2A|HTR2C|HRH1|HTR1D|DRD1|HTR1A
N-(5-{[(2S)-4-amino-2-(3-chlorophenyl)butanoyl]amino}-1H-indazol-3-yl)benzamide	DYRK1A
2,4-Difluorobenzyl Alcohol 2,4-Difluoro-1-(Hydroxymethyl)Benzene	ADH1C
S-NONYL-CYSTEINE	GSTP1
Quazepam	GABRA6|GABRG3|GABRR1|GABRG1|GABRR3|GABRA4|GABRP|GABRD|GABRE|GABRQ|GABRG2|GABRA5|GABRB1|GABRB2|GABRB3|GABRA1|GABRR2|GABRA3|GABRA2
1-METHYL-3-PHENYL-1H-PYRAZOL-5-YLSULFAMIC ACID	PTPN1
C31G	CD9
Acepromazine	ADRA1A|ADRA1B|DRD2|DRD1|HTR2A|HTR1A
Ovalicin	METAP1|METAP2
2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER	MMP3
Ofloxacin	TOP2A
S-Methylcysteine	CTSD|MGMT
Ethyl Dihydrogen Phosphate	BCHE
RU79073	SRC
RU79072	SRC
Aconitate Ion	ACO2
Mequitazine	HRH1
S-2-(Boronoethyl)-L-Cysteine	ARG1|ARG2
Atomoxetine	SLC6A3|SLC6A2|SLC6A4|GRIN3B|GRIN2B|GRIN2C|GRIN3A|GRIN2A|GRIN2D|GRIN1
Sulfasalazine	PTGS2|PTGS1|TBXAS1|PPARG|ALOX5|SLC7A11|CHUK|IKBKB|ACAT1|PLA2G1B
Balanol Analog 8	PRKACA
4-AMINO-2-HEXYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL	ABO
HYDROXY(OXO)(3-{[(2Z)-4-[3-(1H-1,2,4-TRIAZOL-1-YLMETHYL)PHENYL]PYRIMIDIN-2(5H)-YLIDENE]AMINO}PHENYL)AMMONIUM	CDK2|CCNA2
Asimadoline	OPRK1
Oxibendazole	TUBB4B
Atovaquone	DHODH
Anisotropine Methylbromide	CHRM3|CHRM2|CHRM1
1-methyl-3-naphthalen-2-yl-1H-pyrazolo[3,4-d]pyrimidin-4-amine	PIK3CG
ADX10059	GRM5
L-709,587	FKBP1A
4-HYDROXY-N-PROPARGYL-1(R)-AMINOINDAN	MAOB
Palmitoyl-Linoleoyl Phosphatidylcholine	PCTP
Flupentixol	ADRA1A|DRD2|HTR2A|CHRM1|DRD1
1-Deaza-Adenosine	ADA
1-Hydroxy-3-Methylbutane	REN
1-[(2,6-difluorophenyl)sulfonyl]-4-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)piperazine	PKM
N-[4-(2,4-DIMETHYL-THIAZOL-5-YL)-PYRIMIDIN-2-YL]-N',N'-DIMETHYL-BENZENE-1,4-DIAMINE	CDK2|CCNA2
LE-SN38	TOP1
Aminolevulinic acid	ALAD
{[7-(Difluoro-Phosphono-Methyl)-Naphthalen-2-Yl]-Difluoro-Methyl}-Phosphonic Acid	PTPN1
N-Hydroxy-4-Phosphono-Butanamide	TPI1
(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-ETHYNYLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE	DPP4
Fesoterodine	CHRM5|CHRM4|CHRM3|CHRM2|CHRM1
[3,5-Dibromo-4-(4-Hydroxy-3-Phenethylcarbamoyl-Phenoxy)-Phenyl]-Acetic Acid	THRB
2-({4-[4-(pyridin-4-ylmethyl)-1H-pyrazol-3-yl]phenoxy}methyl)quinoline	PDE10A
Gliquidone	KCNJ8|ABCC8
Amsacrine	TOP2A|KCNH2
3-[(4-AMINO-1-TERT-BUTYL-1H-PYRAZOLO[3,4-D]PYRIMIDIN-3-YL)METHYL]PHENOL	AR
4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamine	CDK2|CCNA2
4-[(1R,2S)-1-ethyl-2-(4-hydroxyphenyl)butyl]phenol	AKR1C1
Fulvestrant	ESR1
Bestatin	LTA4H
Adenosine Phosphonoacetic Acid	NME1
Staurosporine	MAPKAPK2|ITK|CSK|PIM1|SYK|GSK3B|CDK2|ZAP70|PRKCQ|PDPK1|PIK3CG|LCK
Phosphatidyl ethanol	NR5A1
Colchicine	TUBB|TUBB1
1-biphenyl-2-ylmethanamine	DPP4
2-(4-fluorophenyl)-N-{[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide	MET
D-phenylalanyl-N-benzyl-L-prolinamide	F2
Cytidine-5'-Triphosphate	UCK2
PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(3-METHYL-BENZYLAMIDE)	MMP13
Isometheptene	ADRA1A|SLC18A2
3-(2-aminoquinazolin-6-yl)-1-(3,3-dimethylindolin-6-yl)-4-methylpyridin-2(1H)-one	KDR
Fomepizole	ADH1C|ADH1B|ADH1A|CAT
4-METHYL-PENTANOIC ACID {1-[4-GUANIDINO-1-(THIAZOLE-2-CARBONYL)-BUTYLCARBAMOYL]-2-METHYL-PROPYL}-AMIDE	F11
9-amino-5-(2-aminopyrimidin-4-yl)pyrido[3',2':4,5]pyrrolo[1,2-c]pyrimidin-4-ol	CCNA2
(9ALPHA,13BETA,17BETA)-2-[(1Z)-BUT-1-EN-1-YL]ESTRA-1,3,5(10)-TRIENE-3,17-DIOL	NCOA2|ESR1
Dodecyl-Alpha-D-Maltoside	RARG
(R)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide	CA2
3,4-Methylenedioxymethamphetamine	SLC6A3|SLC6A2|SLC6A4|HTR2A|HTR2C|HTR2B|SLC18A2
LFA703	ITGAL
1-Acetyl-4-(4-{4-[(2-Ethoxyphenyl)Thio]-3-Nitrophenyl}Pyridin-2-Yl)Piperazine	ITGAL
6-(3-METHYL-1,4-DIOXO-1,4-DIHYDRONAPHTHALEN-2-YL)HEXANOIC ACID	GSR
(3R,5S,7R,12S,13R)-13-FORMYL-12,14-DIHYDROXY-3,5,7-TRIMETHYLTETRADECANOIC ACID	HMGCS1
Calusterone	AR
BMS068645	ADORA2A
Edotecarin	TOP1
Esmolol	ADRB1
4r-Fluoro-N6-Ethanimidoyl-L-Lysine	NOS2
Bis(5-Amidino-2-Benzimidazolyl)Methanone	PRSS1
Methylnaltrexone	OPRK1|OPRM1
Follitropin beta	FSHR
4-{[5-chloro-4-(1H-indol-3-yl)pyrimidin-2-yl]amino}-N-ethylpiperidine-1-carboxamide	MAPK10
(3R)-3-(FLUOROMETHYL)-N-(3,3,3-TRIFLUOROPROPYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE	PNMT
CRA_10762	PRSS1
Chlorphenamine	SLC6A3|SLC6A2|SLC6A4|HRH1
Demecarium	ACHE|BCHE
Lovastatin	HDAC2|ITGAL|HMGCR
XL019	JAK2
AZD 3355	TP53
3-Nitro-4-(2-Oxo-Pyrrolidin-1-Yl)-Benzenesulfonamide	CA2
Oxacillin	SLC15A1
Minocycline	CASP3|CASP1|ALOX5|CYCS|VEGFA|MMP9|IL1B
Folic Acid	FOLR2|FOLR3
1-(5-{2-[(1-methyl-1H-pyrazolo[4,3-d]pyrimidin-7-yl)amino]ethyl}-1,3-thiazol-2-yl)-3-[3-(trifluoromethyl)phenyl]urea	AURKA
2-Deoxy-2-Aminogalactose	LGALS7B
2-Amino-N,3,3-Trimethylbutanamide	MMP9
Dextropropoxyphene	OPRK1|OPRM1|OPRD1
2,4-Diamino-6-[N-(3',5'-Dimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine	DHFR
Glutamine t-butyl ester	QPCT
(9aS)-4-bromo-9a-butyl-7-hydroxy-1,2,9,9a-tetrahydro-3H-fluoren-3-one	ESR2
N6-Benzyl Adenosine-5'-Diphosphate	SRC
Alpha-L-1-Methyl-Fucose	MBL2
5-HEPTYL-6-HYDROXY-1,3-BENZOTHIAZOLE-4,7-DIONE	UQCR10|UQCRB|CYTB|CYC1|UQCRFS1
Cyclotheonamide A	PRSS1
Lofexidine	ADRA2A
4-(2-aminoethoxy)-N-(2,5-diethoxyphenyl)-3,5-dimethylbenzamide	PLAU
Griseofulvin	KRT12
Mecamylamine	CHRNA2
Ropinirole	DRD3|DRD4|DRD5|DRD2|ADRA2A|ADRA2B|ADRA2C|HTR2A|HTR2C|HTR2B|HTR1D|DRD1|HTR1A|HTR1B
Uridine-5'-Monophosphate	B4GALT1|ISG20|LSM6|UCKL1
L-2-amino-3-butynoic acid	CTH
Dimenhydrinate	HRH1
Phenacemide	SCN1A
(5S)-5-(3-AMINOPROPYL)-3-(2,5-DIFLUOROPHENYL)-N-ETHYL-5-PHENYL-4,5-DIHYDRO-1H-PYRAZOLE-1-CARBOXAMIDE	KIF11
Remikiren	REN
IDD594	AKR1B1
